file_name,relative_path,full_path,branch,attack_family,attack_subtype,size_bytes,size_readable,sample_rows_read,columns,numeric_columns,categorical_columns,label_column_detected,missing_values_sample,missing_ratio_sample,duplicate_rows_sample,read_status,error
DDoS-ACK_Fragmentation6.pcap_Flow.csv,Anomaly Detection - Flow Based features\DDoS\DDoS ACK Fragmentation\DDoS-ACK_Fragmentation6.pcap_Flow.csv,D:\47\472\New-Papers\Atlam_4_2026\Data\Anomaly Detection - Flow Based features\DDoS\DDoS ACK Fragmentation\DDoS-ACK_Fragmentation6.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ACK-Fragmentation6,108091294,103.08 MB,30000,84,79,5,Label,0,0.0,0,success,
DDoS-ACK_Fragmentation7.pcap_Flow.csv,Anomaly Detection - Flow Based features\DDoS\DDoS ACK Fragmentation\DDoS-ACK_Fragmentation7.pcap_Flow.csv,D:\47\472\New-Papers\Atlam_4_2026\Data\Anomaly Detection - Flow Based features\DDoS\DDoS ACK Fragmentation\DDoS-ACK_Fragmentation7.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ACK-Fragmentation7,66183328,63.12 MB,30000,84,79,5,Label,6,2.3809523809523808e-06,10,success,
DDoS-ACK_Fragmentation8.pcap_Flow.csv,Anomaly Detection - Flow Based features\DDoS\DDoS ACK Fragmentation\DDoS-ACK_Fragmentation8.pcap_Flow.csv,D:\47\472\New-Papers\Atlam_4_2026\Data\Anomaly Detection - Flow Based features\DDoS\DDoS ACK Fragmentation\DDoS-ACK_Fragmentation8.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ACK-Fragmentation8,90984886,86.77 MB,30000,84,79,5,Label,5,1.984126984126984e-06,1,success,
DDoS-ACK_Fragmentation9.pcap_Flow.csv,Anomaly Detection - Flow Based features\DDoS\DDoS ACK Fragmentation\DDoS-ACK_Fragmentation9.pcap_Flow.csv,D:\47\472\New-Papers\Atlam_4_2026\Data\Anomaly Detection - Flow Based features\DDoS\DDoS ACK Fragmentation\DDoS-ACK_Fragmentation9.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ACK-Fragmentation9,199082214,189.86 MB,30000,84,79,5,Label,3,1.1904761904761904e-06,8,success,
DDoS-ICMP_Flood.pcap_Flow.csv,Anomaly Detection - Flow Based features\DDoS\DDoS ICMP Flood\DDoS-ICMP_Flood.pcap_Flow.csv,D:\47\472\New-Papers\Atlam_4_2026\Data\Anomaly Detection - Flow Based features\DDoS\DDoS ICMP Flood\DDoS-ICMP_Flood.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Flood,5565737,5.31 MB,10415,84,79,5,Label,30,3.429120087785474e-05,1,success,
DDoS-ICMP_Flood1.pcap_Flow.csv,Anomaly Detection - Flow Based features\DDoS\DDoS ICMP Flood\DDoS-ICMP_Flood1.pcap_Flow.csv,D:\47\472\New-Papers\Atlam_4_2026\Data\Anomaly Detection - Flow Based features\DDoS\DDoS ICMP Flood\DDoS-ICMP_Flood1.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Flood1,4282020,4.08 MB,8263,84,79,5,Label,2,2.881462399797145e-06,1,success,
DDoS-ICMP_Flood10.pcap_Flow.csv,Anomaly Detection - Flow Based features\DDoS\DDoS ICMP Flood\DDoS-ICMP_Flood10.pcap_Flow.csv,D:\47\472\New-Papers\Atlam_4_2026\Data\Anomaly Detection - Flow Based features\DDoS\DDoS ICMP Flood\DDoS-ICMP_Flood10.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Flood10,4034821,3.85 MB,7558,84,79,5,Label,14,2.205168915938961e-05,8,success,
DDoS-ICMP_Flood11.pcap_Flow.csv,Anomaly Detection - Flow Based features\DDoS\DDoS ICMP Flood\DDoS-ICMP_Flood11.pcap_Flow.csv,D:\47\472\New-Papers\Atlam_4_2026\Data\Anomaly Detection - Flow Based features\DDoS\DDoS ICMP Flood\DDoS-ICMP_Flood11.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Flood11,4389260,4.19 MB,8312,84,79,5,Label,20,2.8644759154865024e-05,8,success,
DDoS-ICMP_Flood12.pcap_Flow.csv,Anomaly Detection - Flow Based features\DDoS\DDoS ICMP Flood\DDoS-ICMP_Flood12.pcap_Flow.csv,D:\47\472\New-Papers\Atlam_4_2026\Data\Anomaly Detection - Flow Based features\DDoS\DDoS ICMP Flood\DDoS-ICMP_Flood12.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Flood12,3836585,3.66 MB,7204,84,79,5,Label,16,2.6440337378704954e-05,4,success,
DDoS-ICMP_Flood13.pcap_Flow.csv,Anomaly Detection - Flow Based features\DDoS\DDoS ICMP Flood\DDoS-ICMP_Flood13.pcap_Flow.csv,D:\47\472\New-Papers\Atlam_4_2026\Data\Anomaly Detection - Flow Based features\DDoS\DDoS ICMP Flood\DDoS-ICMP_Flood13.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Flood13,2950077,2.81 MB,5552,84,79,5,Label,24,5.14615067929189e-05,15,success,
DDoS-ICMP_Flood14.pcap_Flow.csv,Anomaly Detection - Flow Based features\DDoS\DDoS ICMP Flood\DDoS-ICMP_Flood14.pcap_Flow.csv,D:\47\472\New-Papers\Atlam_4_2026\Data\Anomaly Detection - Flow Based features\DDoS\DDoS ICMP Flood\DDoS-ICMP_Flood14.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Flood14,3553907,3.39 MB,6572,84,79,5,Label,26,4.709735385328812e-05,20,success,
DDoS-ICMP_Flood15.pcap_Flow.csv,Anomaly Detection - Flow Based features\DDoS\DDoS ICMP Flood\DDoS-ICMP_Flood15.pcap_Flow.csv,D:\47\472\New-Papers\Atlam_4_2026\Data\Anomaly Detection - Flow Based features\DDoS\DDoS ICMP Flood\DDoS-ICMP_Flood15.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Flood15,5531382,5.28 MB,10323,84,79,5,Label,36,4.151617054842861e-05,18,success,
DDoS-ICMP_Flood16.pcap_Flow.csv,Anomaly Detection - Flow Based features\DDoS\DDoS ICMP Flood\DDoS-ICMP_Flood16.pcap_Flow.csv,D:\47\472\New-Papers\Atlam_4_2026\Data\Anomaly Detection - Flow Based features\DDoS\DDoS ICMP Flood\DDoS-ICMP_Flood16.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Flood16,5508374,5.25 MB,10270,84,79,5,Label,64,7.418741595956786e-05,93,success,
DDoS-ICMP_Flood17.pcap_Flow.csv,Anomaly Detection - Flow Based features\DDoS\DDoS ICMP Flood\DDoS-ICMP_Flood17.pcap_Flow.csv,D:\47\472\New-Papers\Atlam_4_2026\Data\Anomaly Detection - Flow Based features\DDoS\DDoS ICMP Flood\DDoS-ICMP_Flood17.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Flood17,2494555,2.38 MB,4643,84,79,5,Label,9,2.307621303959878e-05,3,success,
DDoS-ICMP_Flood18.pcap_Flow.csv,Anomaly Detection - Flow Based features\DDoS\DDoS ICMP Flood\DDoS-ICMP_Flood18.pcap_Flow.csv,D:\47\472\New-Papers\Atlam_4_2026\Data\Anomaly Detection - Flow Based features\DDoS\DDoS ICMP Flood\DDoS-ICMP_Flood18.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Flood18,2127995,2.03 MB,4062,84,79,5,Label,0,0.0,1,success,
DDoS-ICMP_Flood19.pcap_Flow.csv,Anomaly Detection - Flow Based features\DDoS\DDoS ICMP Flood\DDoS-ICMP_Flood19.pcap_Flow.csv,D:\47\472\New-Papers\Atlam_4_2026\Data\Anomaly Detection - Flow Based features\DDoS\DDoS ICMP Flood\DDoS-ICMP_Flood19.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Flood19,4296522,4.10 MB,8121,84,79,5,Label,7,1.0261462053113327e-05,1,success,
DDoS-ICMP_Flood2.pcap_Flow.csv,Anomaly Detection - Flow Based features\DDoS\DDoS ICMP Flood\DDoS-ICMP_Flood2.pcap_Flow.csv,D:\47\472\New-Papers\Atlam_4_2026\Data\Anomaly Detection - Flow Based features\DDoS\DDoS ICMP Flood\DDoS-ICMP_Flood2.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Flood2,5686932,5.42 MB,10958,84,79,5,Label,10,1.0863991517395424e-05,8,success,
DDoS-ICMP_Flood20.pcap_Flow.csv,Anomaly Detection - Flow Based features\DDoS\DDoS ICMP Flood\DDoS-ICMP_Flood20.pcap_Flow.csv,D:\47\472\New-Papers\Atlam_4_2026\Data\Anomaly Detection - Flow Based features\DDoS\DDoS ICMP Flood\DDoS-ICMP_Flood20.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Flood20,3916845,3.74 MB,7322,84,79,5,Label,12,1.951067233776876e-05,2,success,
DDoS-ICMP_Flood21.pcap_Flow.csv,Anomaly Detection - Flow Based features\DDoS\DDoS ICMP Flood\DDoS-ICMP_Flood21.pcap_Flow.csv,D:\47\472\New-Papers\Atlam_4_2026\Data\Anomaly Detection - Flow Based features\DDoS\DDoS ICMP Flood\DDoS-ICMP_Flood21.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Flood21,3824166,3.65 MB,7293,84,79,5,Label,10,1.632354573531044e-05,9,success,
DDoS-ICMP_Flood22.pcap_Flow.csv,Anomaly Detection - Flow Based features\DDoS\DDoS ICMP Flood\DDoS-ICMP_Flood22.pcap_Flow.csv,D:\47\472\New-Papers\Atlam_4_2026\Data\Anomaly Detection - Flow Based features\DDoS\DDoS ICMP Flood\DDoS-ICMP_Flood22.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Flood22,3214156,3.07 MB,5993,84,79,5,Label,5,9.932222513567416e-06,2,success,
DDoS-ICMP_Flood23.pcap_Flow.csv,Anomaly Detection - Flow Based features\DDoS\DDoS ICMP Flood\DDoS-ICMP_Flood23.pcap_Flow.csv,D:\47\472\New-Papers\Atlam_4_2026\Data\Anomaly Detection - Flow Based features\DDoS\DDoS ICMP Flood\DDoS-ICMP_Flood23.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Flood23,2737848,2.61 MB,5193,84,79,5,Label,8,1.8339706381300836e-05,1,success,
DDoS-ICMP_Flood24.pcap_Flow.csv,Anomaly Detection - Flow Based features\DDoS\DDoS ICMP Flood\DDoS-ICMP_Flood24.pcap_Flow.csv,D:\47\472\New-Papers\Atlam_4_2026\Data\Anomaly Detection - Flow Based features\DDoS\DDoS ICMP Flood\DDoS-ICMP_Flood24.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Flood24,3232079,3.08 MB,6055,84,79,5,Label,19,3.735598285556997e-05,1,success,
DDoS-ICMP_Flood25.pcap_Flow.csv,Anomaly Detection - Flow Based features\DDoS\DDoS ICMP Flood\DDoS-ICMP_Flood25.pcap_Flow.csv,D:\47\472\New-Papers\Atlam_4_2026\Data\Anomaly Detection - Flow Based features\DDoS\DDoS ICMP Flood\DDoS-ICMP_Flood25.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Flood25,5018468,4.79 MB,9442,84,79,5,Label,6,7.564983205737283e-06,2,success,
DDoS-ICMP_Flood26.pcap_Flow.csv,Anomaly Detection - Flow Based features\DDoS\DDoS ICMP Flood\DDoS-ICMP_Flood26.pcap_Flow.csv,D:\47\472\New-Papers\Atlam_4_2026\Data\Anomaly Detection - Flow Based features\DDoS\DDoS ICMP Flood\DDoS-ICMP_Flood26.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Flood26,2839348,2.71 MB,5432,84,79,5,Label,0,0.0,0,success,
DDoS-ICMP_Flood3.pcap_Flow.csv,Anomaly Detection - Flow Based features\DDoS\DDoS ICMP Flood\DDoS-ICMP_Flood3.pcap_Flow.csv,D:\47\472\New-Papers\Atlam_4_2026\Data\Anomaly Detection - Flow Based features\DDoS\DDoS ICMP Flood\DDoS-ICMP_Flood3.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Flood3,4164002,3.97 MB,7845,84,79,5,Label,29,4.4007405384078425e-05,44,success,
DDoS-ICMP_Flood4.pcap_Flow.csv,Anomaly Detection - Flow Based features\DDoS\DDoS ICMP Flood\DDoS-ICMP_Flood4.pcap_Flow.csv,D:\47\472\New-Papers\Atlam_4_2026\Data\Anomaly Detection - Flow Based features\DDoS\DDoS ICMP Flood\DDoS-ICMP_Flood4.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Flood4,8230807,7.85 MB,16190,84,79,5,Label,28,2.058884084826024e-05,16,success,
DDoS-ICMP_Flood5.pcap_Flow.csv,Anomaly Detection - Flow Based features\DDoS\DDoS ICMP Flood\DDoS-ICMP_Flood5.pcap_Flow.csv,D:\47\472\New-Papers\Atlam_4_2026\Data\Anomaly Detection - Flow Based features\DDoS\DDoS ICMP Flood\DDoS-ICMP_Flood5.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Flood5,4082342,3.89 MB,7840,84,79,5,Label,8,1.2147716229348883e-05,0,success,
DDoS-ICMP_Flood6.pcap_Flow.csv,Anomaly Detection - Flow Based features\DDoS\DDoS ICMP Flood\DDoS-ICMP_Flood6.pcap_Flow.csv,D:\47\472\New-Papers\Atlam_4_2026\Data\Anomaly Detection - Flow Based features\DDoS\DDoS ICMP Flood\DDoS-ICMP_Flood6.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Flood6,2486524,2.37 MB,4783,84,79,5,Label,3,7.466921537588483e-06,0,success,
DDoS-ICMP_Flood7.pcap_Flow.csv,Anomaly Detection - Flow Based features\DDoS\DDoS ICMP Flood\DDoS-ICMP_Flood7.pcap_Flow.csv,D:\47\472\New-Papers\Atlam_4_2026\Data\Anomaly Detection - Flow Based features\DDoS\DDoS ICMP Flood\DDoS-ICMP_Flood7.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Flood7,1715790,1.64 MB,3244,84,79,5,Label,3,1.1009335916857496e-05,0,success,
DDoS-ICMP_Flood8.pcap_Flow.csv,Anomaly Detection - Flow Based features\DDoS\DDoS ICMP Flood\DDoS-ICMP_Flood8.pcap_Flow.csv,D:\47\472\New-Papers\Atlam_4_2026\Data\Anomaly Detection - Flow Based features\DDoS\DDoS ICMP Flood\DDoS-ICMP_Flood8.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Flood8,3379735,3.22 MB,6411,84,79,5,Label,9,1.67123470820242e-05,3,success,
DDoS-ICMP_Flood9.pcap_Flow.csv,Anomaly Detection - Flow Based features\DDoS\DDoS ICMP Flood\DDoS-ICMP_Flood9.pcap_Flow.csv,D:\47\472\New-Papers\Atlam_4_2026\Data\Anomaly Detection - Flow Based features\DDoS\DDoS ICMP Flood\DDoS-ICMP_Flood9.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Flood9,3680715,3.51 MB,6955,84,79,5,Label,11,1.8828523501420697e-05,3,success,
DDoS-HTTP_Flood-.pcap_Flow.csv,Anomaly Detection - Flow Based features\DDoS\DDoS-HTTP Flood\DDoS-HTTP_Flood-.pcap_Flow.csv,D:\47\472\New-Papers\Atlam_4_2026\Data\Anomaly Detection - Flow Based features\DDoS\DDoS-HTTP Flood\DDoS-HTTP_Flood-.pcap_Flow.csv,Flow-Based,DDoS,DDoS-HTTP-Flood,246288916,234.88 MB,30000,84,79,5,Label,80,3.1746031746031745e-05,57,success,
DDoS-ICMP_Fragmentation.pcap_Flow.csv,Anomaly Detection - Flow Based features\DDoS\DDoS-ICMP_Fragmentation\DDoS-ICMP_Fragmentation.pcap_Flow.csv,D:\47\472\New-Papers\Atlam_4_2026\Data\Anomaly Detection - Flow Based features\DDoS\DDoS-ICMP_Fragmentation\DDoS-ICMP_Fragmentation.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation,7458001,7.11 MB,14479,84,79,5,Label,7,5.755461933374772e-06,11,success,
DDoS-ICMP_Fragmentation1.pcap_Flow.csv,Anomaly Detection - Flow Based features\DDoS\DDoS-ICMP_Fragmentation\DDoS-ICMP_Fragmentation1.pcap_Flow.csv,D:\47\472\New-Papers\Atlam_4_2026\Data\Anomaly Detection - Flow Based features\DDoS\DDoS-ICMP_Fragmentation\DDoS-ICMP_Fragmentation1.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation1,9176052,8.75 MB,17480,84,79,5,Label,8,5.448403617740002e-06,34,success,
DDoS-ICMP_Fragmentation10.pcap_Flow.csv,Anomaly Detection - Flow Based features\DDoS\DDoS-ICMP_Fragmentation\DDoS-ICMP_Fragmentation10.pcap_Flow.csv,D:\47\472\New-Papers\Atlam_4_2026\Data\Anomaly Detection - Flow Based features\DDoS\DDoS-ICMP_Fragmentation\DDoS-ICMP_Fragmentation10.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation10,7668811,7.31 MB,14420,84,79,5,Label,0,0.0,3,success,
DDoS-ICMP_Fragmentation11.pcap_Flow.csv,Anomaly Detection - Flow Based features\DDoS\DDoS-ICMP_Fragmentation\DDoS-ICMP_Fragmentation11.pcap_Flow.csv,D:\47\472\New-Papers\Atlam_4_2026\Data\Anomaly Detection - Flow Based features\DDoS\DDoS-ICMP_Fragmentation\DDoS-ICMP_Fragmentation11.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation11,6118491,5.84 MB,11479,84,79,5,Label,2,2.074181009628348e-06,4,success,
DDoS-ICMP_Fragmentation12.pcap_Flow.csv,Anomaly Detection - Flow Based features\DDoS\DDoS-ICMP_Fragmentation\DDoS-ICMP_Fragmentation12.pcap_Flow.csv,D:\47\472\New-Papers\Atlam_4_2026\Data\Anomaly Detection - Flow Based features\DDoS\DDoS-ICMP_Fragmentation\DDoS-ICMP_Fragmentation12.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation12,9414482,8.98 MB,18026,84,79,5,Label,3,1.9812651566784486e-06,30,success,
DDoS-ICMP_Fragmentation13.pcap_Flow.csv,Anomaly Detection - Flow Based features\DDoS\DDoS-ICMP_Fragmentation\DDoS-ICMP_Fragmentation13.pcap_Flow.csv,D:\47\472\New-Papers\Atlam_4_2026\Data\Anomaly Detection - Flow Based features\DDoS\DDoS-ICMP_Fragmentation\DDoS-ICMP_Fragmentation13.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation13,6844913,6.53 MB,12980,84,79,5,Label,2,1.8343238682221733e-06,0,success,
DDoS-ICMP_Fragmentation14.pcap_Flow.csv,Anomaly Detection - Flow Based features\DDoS\DDoS-ICMP_Fragmentation\DDoS-ICMP_Fragmentation14.pcap_Flow.csv,D:\47\472\New-Papers\Atlam_4_2026\Data\Anomaly Detection - Flow Based features\DDoS\DDoS-ICMP_Fragmentation\DDoS-ICMP_Fragmentation14.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation14,7082376,6.75 MB,13411,84,79,5,Label,2,1.7753727395066594e-06,54,success,
DDoS-ICMP_Fragmentation15.pcap_Flow.csv,Anomaly Detection - Flow Based features\DDoS\DDoS-ICMP_Fragmentation\DDoS-ICMP_Fragmentation15.pcap_Flow.csv,D:\47\472\New-Papers\Atlam_4_2026\Data\Anomaly Detection - Flow Based features\DDoS\DDoS-ICMP_Fragmentation\DDoS-ICMP_Fragmentation15.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation15,5095896,4.86 MB,9890,84,79,5,Label,7,8.426019548365353e-06,4,success,
DDoS-ICMP_Fragmentation16.pcap_Flow.csv,Anomaly Detection - Flow Based features\DDoS\DDoS-ICMP_Fragmentation\DDoS-ICMP_Fragmentation16.pcap_Flow.csv,D:\47\472\New-Papers\Atlam_4_2026\Data\Anomaly Detection - Flow Based features\DDoS\DDoS-ICMP_Fragmentation\DDoS-ICMP_Fragmentation16.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation16,8668131,8.27 MB,16489,84,79,5,Label,11,7.94180247148893e-06,24,success,
DDoS-ICMP_Fragmentation17.pcap_Flow.csv,Anomaly Detection - Flow Based features\DDoS\DDoS-ICMP_Fragmentation\DDoS-ICMP_Fragmentation17.pcap_Flow.csv,D:\47\472\New-Papers\Atlam_4_2026\Data\Anomaly Detection - Flow Based features\DDoS\DDoS-ICMP_Fragmentation\DDoS-ICMP_Fragmentation17.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation17,21945057,20.93 MB,30000,84,79,5,Label,18,7.142857142857143e-06,53,success,
DDoS-ICMP_Fragmentation18.pcap_Flow.csv,Anomaly Detection - Flow Based features\DDoS\DDoS-ICMP_Fragmentation\DDoS-ICMP_Fragmentation18.pcap_Flow.csv,D:\47\472\New-Papers\Atlam_4_2026\Data\Anomaly Detection - Flow Based features\DDoS\DDoS-ICMP_Fragmentation\DDoS-ICMP_Fragmentation18.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation18,4917817,4.69 MB,9106,84,79,5,Label,3,3.922060807630762e-06,3,success,
DDoS-ICMP_Fragmentation19.pcap_Flow.csv,Anomaly Detection - Flow Based features\DDoS\DDoS-ICMP_Fragmentation\DDoS-ICMP_Fragmentation19.pcap_Flow.csv,D:\47\472\New-Papers\Atlam_4_2026\Data\Anomaly Detection - Flow Based features\DDoS\DDoS-ICMP_Fragmentation\DDoS-ICMP_Fragmentation19.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation19,5790708,5.52 MB,10963,84,79,5,Label,3,3.257711001941596e-06,5,success,
DDoS-ICMP_Fragmentation2.pcap_Flow.csv,Anomaly Detection - Flow Based features\DDoS\DDoS-ICMP_Fragmentation\DDoS-ICMP_Fragmentation2.pcap_Flow.csv,D:\47\472\New-Papers\Atlam_4_2026\Data\Anomaly Detection - Flow Based features\DDoS\DDoS-ICMP_Fragmentation\DDoS-ICMP_Fragmentation2.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation2,7131349,6.80 MB,13462,84,79,5,Label,4,3.5372936873456857e-06,3,success,
DDoS-ICMP_Fragmentation3.pcap_Flow.csv,Anomaly Detection - Flow Based features\DDoS\DDoS-ICMP_Fragmentation\DDoS-ICMP_Fragmentation3.pcap_Flow.csv,D:\47\472\New-Papers\Atlam_4_2026\Data\Anomaly Detection - Flow Based features\DDoS\DDoS-ICMP_Fragmentation\DDoS-ICMP_Fragmentation3.pcap_Flow.csv,Flow-Based,DDoS,DDoS-ICMP-Fragmentation3,12417260,11.84 MB,23405,84,79,5,Label,9,4.577776421399579e-06,19,success,
