feature,branch,files,mean_missing_ratio,max_missing_ratio
src_ip_30_count,Packet-Based,181,0.012859004591571185,0.14028029532693753
src_ip_30_mean,Packet-Based,181,0.012859004591571185,0.14028029532693753
src_ip_mac_10_var,Packet-Based,181,0.011233351090563528,0.12511606313834725
channel_10_var,Packet-Based,181,0.009455418675853445,0.10809346951408233
src_ip_mac_30_var,Packet-Based,181,0.006843227132162995,0.06213246672856701
channel_30_var,Packet-Based,181,0.005961664501229605,0.05616666666666666
src_ip_mac_60_var,Packet-Based,181,0.005691334146450062,0.046812132466728565
channel_60_var,Packet-Based,181,0.005077025498207324,0.04516666666666667
Flow Bytes/s,Flow-Based,128,0.003256115011866608,0.2782
0.36,Flow-Based,3,0.0,0.0
0.37,Flow-Based,3,0.0,0.0
0.38,Flow-Based,3,0.0,0.0
0.39,Flow-Based,2,0.0,0.0
0.4,Flow-Based,5,0.0,0.0
0.40,Flow-Based,2,0.0,0.0
0.5,Flow-Based,5,0.0,0.0
0.6,Flow-Based,5,0.0,0.0
0.7,Flow-Based,5,0.0,0.0
0.8,Flow-Based,5,0.0,0.0
0.9,Flow-Based,5,0.0,0.0
0.9383583046117496,Flow-Based,1,0.0,0.0
1,Flow-Based,4,0.0,0.0
1.0,Flow-Based,2,0.0,0.0
1.0.1,Flow-Based,1,0.0,0.0
1.1,Flow-Based,2,0.0,0.0
1.2,Flow-Based,1,0.0,0.0
1.8767166092234993,Flow-Based,1,0.0,0.0
100.5,Flow-Based,1,0.0,0.0
101623.39348676891,Flow-Based,1,0.0,0.0
1025781.0,Flow-Based,1,0.0,0.0
1041,Flow-Based,1,0.0,0.0
1065691,Flow-Based,1,0.0,0.0
1074112.0,Flow-Based,1,0.0,0.0
1074112.0.1,Flow-Based,1,0.0,0.0
107803.98755899083,Flow-Based,1,0.0,0.0
113199.52777777778,Flow-Based,1,0.0,0.0
131,Flow-Based,1,0.0,0.0
134.0,Flow-Based,1,0.0,0.0
140,Flow-Based,1,0.0,0.0
1407,Flow-Based,1,0.0,0.0
142.251.41.67,Flow-Based,1,0.0,0.0
142.251.41.67-192.168.137.93-80-55338-6,Flow-Based,1,0.0,0.0
15.8635552946882,Flow-Based,1,0.0,0.0
150.82992629669573,Flow-Based,1,0.0,0.0
1526.0,Flow-Based,1,0.0,0.0
1668,Flow-Based,1,0.0,0.0
169.55555555555554,Flow-Based,1,0.0,0.0
17.505164023386897,Flow-Based,1,0.0,0.0
17.505164023386897.1,Flow-Based,1,0.0,0.0
172.253.115.95,Flow-Based,1,0.0,0.0
18.129777479643657,Flow-Based,1,0.0,0.0
190.75,Flow-Based,1,0.0,0.0
191843.07999999996,Flow-Based,1,0.0,0.0
191843.07999999996.1,Flow-Based,1,0.0,0.0
192.168.137.164,Flow-Based,1,0.0,0.0
192.168.137.164-192.168.137.39-80-34050-6,Flow-Based,1,0.0,0.0
192.168.137.19,Flow-Based,1,0.0,0.0
192.168.137.31,Flow-Based,1,0.0,0.0
192.168.137.31-172.253.115.95-50439-443-6,Flow-Based,1,0.0,0.0
192.168.137.39,Flow-Based,1,0.0,0.0
192.168.137.72,Flow-Based,1,0.0,0.0
192.168.137.93,Flow-Based,1,0.0,0.0
2,Flow-Based,3,0.0,0.0
2.1,Flow-Based,3,0.0,0.0
2.2,Flow-Based,2,0.0,0.0
2.266222184955457,Flow-Based,1,0.0,0.0
2.3,Flow-Based,1,0.0,0.0
2.815074913835249,Flow-Based,1,0.0,0.0
20,Flow-Based,2,0.0,0.0
20.1,Flow-Based,1,0.0,0.0
2025,Flow-Based,1,0.0,0.0
218.0,Flow-Based,1,0.0,0.0
218.0.1,Flow-Based,1,0.0,0.0
2187,Flow-Based,1,0.0,0.0
219603.38466303944,Flow-Based,1,0.0,0.0
219603.38466303944.1,Flow-Based,1,0.0,0.0
22/07/2022 04:00:53 PM,Flow-Based,1,0.0,0.0
22/07/2022 11:41:31 AM,Flow-Based,1,0.0,0.0
22749.666666666668,Flow-Based,1,0.0,0.0
249697.0,Flow-Based,1,0.0,0.0
249697.0.1,Flow-Based,1,0.0,0.0
25,Flow-Based,1,0.0,0.0
253691.0,Flow-Based,1,0.0,0.0
26/07/2022 03:54:33 PM,Flow-Based,1,0.0,0.0
27/07/2022 10:07:21 AM,Flow-Based,1,0.0,0.0
29/07/2022 04:55:46 PM,Flow-Based,1,0.0,0.0
290,Flow-Based,1,0.0,0.0
3,Flow-Based,2,0.0,0.0
3.1,Flow-Based,1,0.0,0.0
3.604118786949726,Flow-Based,1,0.0,0.0
3.604118786949726.1,Flow-Based,1,0.0,0.0
319,Flow-Based,1,0.0,0.0
319.0,Flow-Based,1,0.0,0.0
319.0.1,Flow-Based,1,0.0,0.0
319.0.2,Flow-Based,1,0.0,0.0
319.0.3,Flow-Based,1,0.0,0.0
319.0.4,Flow-Based,1,0.0,0.0
319.0.5,Flow-Based,1,0.0,0.0
32,Flow-Based,3,0.0,0.0
32.1,Flow-Based,2,0.0,0.0
32.2,Flow-Based,1,0.0,0.0
33354.0,Flow-Based,1,0.0,0.0
33354.0.1,Flow-Based,1,0.0,0.0
336.45137505704713,Flow-Based,1,0.0,0.0
33777,Flow-Based,1,0.0,0.0
34050,Flow-Based,1,0.0,0.0
3458.2550542420277,Flow-Based,1,0.0,0.0
35.01032804677379,Flow-Based,1,0.0,0.0
35.185.101.66,Flow-Based,1,0.0,0.0
35.185.101.66-192.168.137.72-443-33777-6,Flow-Based,1,0.0,0.0
3650,Flow-Based,1,0.0,0.0
372.3058778298654,Flow-Based,1,0.0,0.0
377.22003845392334,Flow-Based,1,0.0,0.0
39910.0,Flow-Based,1,0.0,0.0
39910.0.1,Flow-Based,1,0.0,0.0
39910.0.2,Flow-Based,1,0.0,0.0
39910.0.3,Flow-Based,1,0.0,0.0
39910.0.4,Flow-Based,1,0.0,0.0
41.5,Flow-Based,1,0.0,0.0
41.5.1,Flow-Based,1,0.0,0.0
416190.5,Flow-Based,1,0.0,0.0
416190.5.1,Flow-Based,1,0.0,0.0
42281.83333333333,Flow-Based,1,0.0,0.0
44.231.176.168,Flow-Based,1,0.0,0.0
44.231.176.168-192.168.137.19-443-47717-6,Flow-Based,1,0.0,0.0
441263,Flow-Based,1,0.0,0.0
443,Flow-Based,3,0.0,0.0
457,Flow-Based,1,0.0,0.0
47717,Flow-Based,1,0.0,0.0
5.316845413449367,Flow-Based,1,0.0,0.0
5.316845413449367.1,Flow-Based,1,0.0,0.0
50439,Flow-Based,1,0.0,0.0
51,Flow-Based,1,0.0,0.0
51.1,Flow-Based,1,0.0,0.0
532845.5,Flow-Based,1,0.0,0.0
55338,Flow-Based,1,0.0,0.0
57126,Flow-Based,1,0.0,0.0
57126.0,Flow-Based,1,0.0,0.0
57126.0.1,Flow-Based,1,0.0,0.0
57126.0.2,Flow-Based,1,0.0,0.0
58.68986283848344,Flow-Based,1,0.0,0.0
588580.8354172773,Flow-Based,1,0.0,0.0
588580.8354172773.1,Flow-Based,1,0.0,0.0
6,Flow-Based,5,0.0,0.0
63037.57142857143,Flow-Based,1,0.0,0.0
697116.0694751628,Flow-Based,1,0.0,0.0
7,Flow-Based,1,0.0,0.0
76,Flow-Based,1,0.0,0.0
763.0,Flow-Based,1,0.0,0.0
763.0.1,Flow-Based,1,0.0,0.0
8,Flow-Based,1,0.0,0.0
80,Flow-Based,2,0.0,0.0
83,Flow-Based,1,0.0,0.0
83.0,Flow-Based,1,0.0,0.0
83.0.1,Flow-Based,1,0.0,0.0
832380.0,Flow-Based,1,0.0,0.0
832380.0.1,Flow-Based,1,0.0,0.0
832381,Flow-Based,1,0.0,0.0
832381.0,Flow-Based,1,0.0,0.0
9592154,Flow-Based,1,0.0,0.0
9592154.0,Flow-Based,1,0.0,0.0
96,Flow-Based,1,0.0,0.0
ACK Flag Count,Flow-Based,128,0.0,0.0
Active Max,Flow-Based,128,0.0,0.0
Active Mean,Flow-Based,128,0.0,0.0
Active Min,Flow-Based,128,0.0,0.0
Active Std,Flow-Based,128,0.0,0.0
Average Packet Size,Flow-Based,128,0.0,0.0
Bwd Bulk Rate Avg,Flow-Based,128,0.0,0.0
Bwd Bytes/Bulk Avg,Flow-Based,128,0.0,0.0
Bwd Header Length,Flow-Based,128,0.0,0.0
Bwd IAT Max,Flow-Based,128,0.0,0.0
Bwd IAT Mean,Flow-Based,128,0.0,0.0
Bwd IAT Min,Flow-Based,128,0.0,0.0
Bwd IAT Std,Flow-Based,128,0.0,0.0
Bwd IAT Total,Flow-Based,128,0.0,0.0
Bwd Init Win Bytes,Flow-Based,128,0.0,0.0
Bwd PSH Flags,Flow-Based,128,0.0,0.0
Bwd Packet Length Max,Flow-Based,128,0.0,0.0
Bwd Packet Length Mean,Flow-Based,128,0.0,0.0
Bwd Packet Length Min,Flow-Based,128,0.0,0.0
Bwd Packet Length Std,Flow-Based,128,0.0,0.0
Bwd Packet/Bulk Avg,Flow-Based,128,0.0,0.0
Bwd Packets/s,Flow-Based,128,0.0,0.0
Bwd Segment Size Avg,Flow-Based,128,0.0,0.0
Bwd URG Flags,Flow-Based,128,0.0,0.0
CWR Flag Count,Flow-Based,128,0.0,0.0
Down/Up Ratio,Flow-Based,128,0.0,0.0
Dst IP,Flow-Based,128,0.0,0.0
Dst Port,Flow-Based,128,0.0,0.0
ECE Flag Count,Flow-Based,128,0.0,0.0
FIN Flag Count,Flow-Based,128,0.0,0.0
FWD Init Win Bytes,Flow-Based,128,0.0,0.0
0.0.14,Flow-Based,3,0.0,0.0
Flow Duration,Flow-Based,128,0.0,0.0
Flow IAT Max,Flow-Based,128,0.0,0.0
Flow IAT Mean,Flow-Based,128,0.0,0.0
Flow IAT Min,Flow-Based,128,0.0,0.0
Flow IAT Std,Flow-Based,128,0.0,0.0
Flow ID,Flow-Based,128,0.0,0.0
Flow Packets/s,Flow-Based,128,0.0,0.0
Fwd Act Data Pkts,Flow-Based,128,0.0,0.0
Fwd Bulk Rate Avg,Flow-Based,128,0.0,0.0
Fwd Bytes/Bulk Avg,Flow-Based,128,0.0,0.0
Fwd Header Length,Flow-Based,128,0.0,0.0
Fwd IAT Max,Flow-Based,128,0.0,0.0
Fwd IAT Mean,Flow-Based,128,0.0,0.0
Fwd IAT Min,Flow-Based,128,0.0,0.0
Fwd IAT Std,Flow-Based,128,0.0,0.0
Fwd IAT Total,Flow-Based,128,0.0,0.0
Fwd PSH Flags,Flow-Based,128,0.0,0.0
Fwd Packet Length Max,Flow-Based,128,0.0,0.0
Fwd Packet Length Mean,Flow-Based,128,0.0,0.0
Fwd Packet Length Min,Flow-Based,128,0.0,0.0
Fwd Packet Length Std,Flow-Based,128,0.0,0.0
Fwd Packet/Bulk Avg,Flow-Based,128,0.0,0.0
Fwd Packets/s,Flow-Based,128,0.0,0.0
Fwd Seg Size Min,Flow-Based,128,0.0,0.0
Fwd Segment Size Avg,Flow-Based,128,0.0,0.0
Fwd URG Flags,Flow-Based,128,0.0,0.0
Idle Max,Flow-Based,128,0.0,0.0
Idle Mean,Flow-Based,128,0.0,0.0
Idle Min,Flow-Based,128,0.0,0.0
Idle Std,Flow-Based,128,0.0,0.0
Label,Flow-Based,128,0.0,0.0
NeedManualLabel,Flow-Based,5,0.0,0.0
PSH Flag Count,Flow-Based,128,0.0,0.0
Packet Length Max,Flow-Based,128,0.0,0.0
Packet Length Mean,Flow-Based,128,0.0,0.0
Packet Length Min,Flow-Based,128,0.0,0.0
Packet Length Std,Flow-Based,128,0.0,0.0
Packet Length Variance,Flow-Based,128,0.0,0.0
Protocol,Flow-Based,128,0.0,0.0
RST Flag Count,Flow-Based,128,0.0,0.0
SYN Flag Count,Flow-Based,128,0.0,0.0
Src IP,Flow-Based,128,0.0,0.0
Src Port,Flow-Based,128,0.0,0.0
Subflow Bwd Bytes,Flow-Based,128,0.0,0.0
Subflow Bwd Packets,Flow-Based,128,0.0,0.0
Subflow Fwd Bytes,Flow-Based,128,0.0,0.0
Subflow Fwd Packets,Flow-Based,128,0.0,0.0
Timestamp,Flow-Based,128,0.0,0.0
Total Bwd packets,Flow-Based,128,0.0,0.0
Total Fwd Packet,Flow-Based,128,0.0,0.0
Total Length of Bwd Packet,Flow-Based,128,0.0,0.0
Total Length of Fwd Packet,Flow-Based,128,0.0,0.0
URG Flag Count,Flow-Based,128,0.0,0.0
average_p,Packet-Based,181,0.0,0.0
channel_10_count,Packet-Based,181,0.0,0.0
channel_10_mean,Packet-Based,181,0.0,0.0
var_p,Packet-Based,181,0.0,0.0
channel_1_count,Packet-Based,181,0.0,0.0
channel_1_mean,Packet-Based,181,0.0,0.0
0,Flow-Based,5,0.0,0.0
channel_30_count,Packet-Based,181,0.0,0.0
channel_30_mean,Packet-Based,181,0.0,0.0
0.0,Flow-Based,5,0.0,0.0
channel_5_count,Packet-Based,181,0.0,0.0
channel_5_mean,Packet-Based,181,0.0,0.0
0.0.1,Flow-Based,5,0.0,0.0
channel_60_count,Packet-Based,181,0.0,0.0
channel_60_mean,Packet-Based,181,0.0,0.0
0.0.10,Flow-Based,4,0.0,0.0
device_mac,Packet-Based,181,0.0,0.0
dns_interval,Packet-Based,181,0.0,0.0
dns_len_ans,Packet-Based,181,0.0,0.0
dns_len_qry,Packet-Based,181,0.0,0.0
0.10,Flow-Based,5,0.0,0.0
dns_server,Packet-Based,181,0.0,0.0
stream_30_mean,Packet-Based,181,0.0,0.0
dst_mac,Packet-Based,181,0.0,0.0
dst_port,Packet-Based,181,0.0,0.0
eth_dst_oui,Packet-Based,181,0.0,0.0
eth_size,Packet-Based,181,0.0,0.0
eth_src_oui,Packet-Based,181,0.0,0.0
handshake_cipher_suites_length,Packet-Based,181,0.0,0.0
handshake_ciphersuites,Packet-Based,181,0.0,0.0
stream_5_count,Packet-Based,181,0.0,0.0
handshake_sig_hash_alg_len,Packet-Based,181,0.0,0.0
handshake_version,Packet-Based,181,0.0,0.0
highest_layer,Packet-Based,181,0.0,0.0
http_content_len,Packet-Based,181,0.0,0.0
http_content_type,Packet-Based,181,0.0,0.0
http_host,Packet-Based,181,0.0,0.0
http_request_method,Packet-Based,181,0.0,0.0
http_response_code,Packet-Based,181,0.0,0.0
http_uri,Packet-Based,181,0.0,0.0
icmp_checksum_status,Packet-Based,181,0.0,0.0
icmp_data_size,Packet-Based,181,0.0,0.0
icmp_type,Packet-Based,181,0.0,0.0
inter_arrival_time,Packet-Based,181,0.0,0.0
iqr_p,Packet-Based,181,0.0,0.0
stream_5_mean,Packet-Based,181,0.0,0.0
l3_ip_dst_count,Packet-Based,181,0.0,0.0
l4_tcp,Packet-Based,181,0.0,0.0
l4_udp,Packet-Based,181,0.0,0.0
max_p,Packet-Based,181,0.0,0.0
med_p,Packet-Based,181,0.0,0.0
min_e,Packet-Based,181,0.0,0.0
min_et,Packet-Based,181,0.0,0.0
min_p,Packet-Based,181,0.0,0.0
most_freq_spot,Packet-Based,181,0.0,0.0
ntp_interval,Packet-Based,181,0.0,0.0
payload_entropy,Packet-Based,181,0.0,0.0
payload_length,Packet-Based,181,0.0,0.0
port_class_dst,Packet-Based,181,0.0,0.0
q1,Packet-Based,181,0.0,0.0
q1_e,Packet-Based,181,0.0,0.0
q1_p,Packet-Based,181,0.0,0.0
q3_p,Packet-Based,181,0.0,0.0
stream_60_count,Packet-Based,181,0.0,0.0
stream_60_mean,Packet-Based,181,0.0,0.0
0.0.12,Flow-Based,3,0.0,0.0
0.11,Flow-Based,5,0.0,0.0
0.12,Flow-Based,5,0.0,0.0
0.13,Flow-Based,5,0.0,0.0
0.14,Flow-Based,5,0.0,0.0
0.15,Flow-Based,5,0.0,0.0
0.16,Flow-Based,5,0.0,0.0
0.17,Flow-Based,5,0.0,0.0
0.18,Flow-Based,5,0.0,0.0
0.19,Flow-Based,5,0.0,0.0
0.2,Flow-Based,5,0.0,0.0
0.20,Flow-Based,5,0.0,0.0
0.21,Flow-Based,5,0.0,0.0
0.22,Flow-Based,5,0.0,0.0
src_ip_mac_10_count,Packet-Based,181,0.0,0.0
src_ip_mac_10_mean,Packet-Based,181,0.0,0.0
0.23,Flow-Based,5,0.0,0.0
handshake_extensions_length,Packet-Based,181,0.0,0.0
src_ip_mac_1_mean,Packet-Based,181,0.0,0.0
0.24,Flow-Based,5,0.0,0.0
src_ip_mac_30_count,Packet-Based,181,0.0,0.0
src_ip_mac_30_mean,Packet-Based,181,0.0,0.0
0.25,Flow-Based,5,0.0,0.0
src_ip_mac_5_count,Packet-Based,181,0.0,0.0
src_ip_mac_5_mean,Packet-Based,181,0.0,0.0
0.26,Flow-Based,5,0.0,0.0
src_ip_mac_60_count,Packet-Based,181,0.0,0.0
src_ip_mac_60_mean,Packet-Based,181,0.0,0.0
0.27,Flow-Based,5,0.0,0.0
src_mac,Packet-Based,181,0.0,0.0
src_port,Packet-Based,181,0.0,0.0
stream,Packet-Based,181,0.0,0.0
stream_10_count,Packet-Based,181,0.0,0.0
stream_10_mean,Packet-Based,181,0.0,0.0
0.28,Flow-Based,4,0.0,0.0
stream_1_count,Packet-Based,181,0.0,0.0
stream_1_mean,Packet-Based,181,0.0,0.0
0.29,Flow-Based,4,0.0,0.0
0.0.11,Flow-Based,3,0.0,0.0
0.3,Flow-Based,5,0.0,0.0
0.30,Flow-Based,4,0.0,0.0
0.31,Flow-Based,4,0.0,0.0
0.32,Flow-Based,3,0.0,0.0
0.33,Flow-Based,3,0.0,0.0
0.34,Flow-Based,3,0.0,0.0
0.35,Flow-Based,3,0.0,0.0
sum_p,Packet-Based,181,0.0,0.0
tcp_window_size,Packet-Based,181,0.0,0.0
time_since_previously_displayed_frame,Packet-Based,181,0.0,0.0
tls_server,Packet-Based,181,0.0,0.0
ttl,Packet-Based,181,0.0,0.0
user_agent,Packet-Based,181,0.0,0.0
var_e,Packet-Based,181,0.0,0.0
stream_30_count,Packet-Based,181,0.0,0.0
0.0.13,Flow-Based,3,0.0,0.0
0.0.15,Flow-Based,3,0.0,0.0
0.0.16,Flow-Based,3,0.0,0.0
0.0.17,Flow-Based,1,0.0,0.0
0.0.18,Flow-Based,1,0.0,0.0
0.0.19,Flow-Based,1,0.0,0.0
0.0.2,Flow-Based,5,0.0,0.0
0.0.3,Flow-Based,5,0.0,0.0
0.0.4,Flow-Based,5,0.0,0.0
0.0.5,Flow-Based,4,0.0,0.0
0.0.6,Flow-Based,4,0.0,0.0
0.0.7,Flow-Based,4,0.0,0.0
0.0.8,Flow-Based,4,0.0,0.0
0.0.9,Flow-Based,4,0.0,0.0
0.1,Flow-Based,5,0.0,0.0
src_ip_mac_1_count,Packet-Based,181,0.0,0.0
