file_name,branch,attack_family,attack_subtype,missing_values_sample,missing_ratio_sample,duplicate_rows_sample
DoS-SYN_Flood6.pcap_Flow.csv,Flow-Based,DoS,DoS-SYN-Flood6,3,1.1904761904761904e-06,0
DoS-SYN_Flood7.pcap_Flow.csv,Flow-Based,DoS,DoS-SYN-Flood7,5,1.984126984126984e-06,0
DoS-HTTP_Flood.pcap_Flow.csv,Flow-Based,DoS,DoS-HTTP-Flood,8346,0.003311904761904762,3684
DoS-HTTP_Flood1.pcap_Flow.csv,Flow-Based,DoS,DoS-HTTP-Flood1,45,1.785714285714286e-05,0
DoS-TCP_Flood.pcap_Flow.csv,Flow-Based,DoS,DoS-TCP-Flood,0,0.0,0
DoS-TCP_Flood1.pcap_Flow.csv,Flow-Based,DoS,DoS-TCP-Flood1,0,0.0,0
DoS-TCP_Flood10.pcap_Flow.csv,Flow-Based,DoS,DoS-TCP-Flood10,0,0.0,0
DoS-TCP_Flood2.pcap_Flow.csv,Flow-Based,DoS,DoS-TCP-Flood2,0,0.0,0
DoS-TCP_Flood3.pcap_Flow.csv,Flow-Based,DoS,DoS-TCP-Flood3,0,0.0,0
DoS-UDP_Flood.pcap_Flow.csv,Flow-Based,DoS,DoS-UDP-Flood,12,4.7619047619047615e-06,2
DoS-UDP_Flood10.pcap_Flow.csv,Flow-Based,DoS,DoS-UDP-Flood10,239,9.484126984126983e-05,19
DoS-UDP_Flood11.pcap_Flow.csv,Flow-Based,DoS,DoS-UDP-Flood11,249,9.880952380952381e-05,13
DoS-UDP_Flood12.pcap_Flow.csv,Flow-Based,DoS,DoS-UDP-Flood12,189,7.5e-05,49
DoS-UDP_Flood13.pcap_Flow.csv,Flow-Based,DoS,DoS-UDP-Flood13,157,6.23015873015873e-05,11
DoS-UDP_Flood14.pcap_Flow.csv,Flow-Based,DoS,DoS-UDP-Flood14,159,6.30952380952381e-05,31
DoS-UDP_Flood15.pcap_Flow.csv,Flow-Based,DoS,DoS-UDP-Flood15,259,0.00010277777777777778,42
DoS-UDP_Flood16.pcap_Flow.csv,Flow-Based,DoS,DoS-UDP-Flood16,99,3.928571428571428e-05,10
DoS-UDP_Flood3.pcap_Flow.csv,Flow-Based,DoS,DoS-UDP-Flood3,13,5.158730158730159e-06,4
DoS-UDP_Flood4.pcap_Flow.csv,Flow-Based,DoS,DoS-UDP-Flood4,11,4.365079365079365e-06,2
DoS-UDP_Flood5.pcap_Flow.csv,Flow-Based,DoS,DoS-UDP-Flood5,13,5.158730158730159e-06,10
DoS-UDP_Flood6.pcap_Flow.csv,Flow-Based,DoS,DoS-UDP-Flood6,7,2.777777777777778e-06,0
DoS-UDP_Flood7.pcap_Flow.csv,Flow-Based,DoS,DoS-UDP-Flood7,5,1.984126984126984e-06,1
DoS-UDP_Flood8.pcap_Flow.csv,Flow-Based,DoS,DoS-UDP-Flood8,201,7.976190476190476e-05,10
DoS-UDP_Flood9.pcap_Flow.csv,Flow-Based,DoS,DoS-UDP-Flood9,226,8.968253968253968e-05,24
Mirai-greeth_flood.pcap_Flow.csv,Flow-Based,Mirai,Mirai-greeth-flood,0,0.0,22
Mirai-greeth_flood1.pcap_Flow.csv,Flow-Based,Mirai,Mirai-greeth-flood1,0,0.0,6
Mirai-greeth_flood10.pcap_Flow.csv,Flow-Based,Mirai,Mirai-greeth-flood10,2,2.908211043058973e-06,8
Mirai-greeth_flood11.pcap_Flow.csv,Flow-Based,Mirai,Mirai-greeth-flood11,1,1.421124734960237e-06,5
Mirai-greeth_flood12.pcap_Flow.csv,Flow-Based,Mirai,Mirai-greeth-flood12,6,1.112074909365895e-05,23
Mirai-greeth_flood13.pcap_Flow.csv,Flow-Based,Mirai,Mirai-greeth-flood13,4,4.620516943435632e-06,38
Mirai-greeth_flood14.pcap_Flow.csv,Flow-Based,Mirai,Mirai-greeth-flood14,0,0.0,0
Mirai-greeth_flood15.pcap_Flow.csv,Flow-Based,Mirai,Mirai-greeth-flood15,2,7.3327760423541144e-06,2
Mirai-greeth_flood16.pcap_Flow.csv,Flow-Based,Mirai,Mirai-greeth-flood16,0,0.0,0
Mirai-greeth_flood17.pcap_Flow.csv,Flow-Based,Mirai,Mirai-greeth-flood17,0,0.0,0
Mirai-greeth_flood18.pcap_Flow.csv,Flow-Based,Mirai,Mirai-greeth-flood18,0,0.0,2
Mirai-greeth_flood19.pcap_Flow.csv,Flow-Based,Mirai,Mirai-greeth-flood19,3,1.0259777568022326e-05,2
Mirai-greeth_flood2.pcap_Flow.csv,Flow-Based,Mirai,Mirai-greeth-flood2,1,2.9242844276005663e-06,0
Mirai-greeth_flood20.pcap_Flow.csv,Flow-Based,Mirai,Mirai-greeth-flood20,0,0.0,5
Mirai-greeth_flood21.pcap_Flow.csv,Flow-Based,Mirai,Mirai-greeth-flood21,0,0.0,0
Mirai-greeth_flood22.pcap_Flow.csv,Flow-Based,Mirai,Mirai-greeth-flood22,6,1.080777295030586e-05,12
Mirai-greeth_flood23.pcap_Flow.csv,Flow-Based,Mirai,Mirai-greeth-flood23,2,5.207682373036704e-06,4
Mirai-greeth_flood24.pcap_Flow.csv,Flow-Based,Mirai,Mirai-greeth-flood24,0,0.0,0
Mirai-greeth_flood25.pcap_Flow.csv,Flow-Based,Mirai,Mirai-greeth-flood25,1,4.7619047619047615e-06,0
Mirai-greeth_flood26.pcap_Flow.csv,Flow-Based,Mirai,Mirai-greeth-flood26,2,4.3432184986362295e-06,4
Mirai-greeth_flood27.pcap_Flow.csv,Flow-Based,Mirai,Mirai-greeth-flood27,1,1.5660039338018817e-06,12
Mirai-greeth_flood28.pcap_Flow.csv,Flow-Based,Mirai,Mirai-greeth-flood28,1,1.4086808549002372e-06,7
Mirai-greeth_flood3.pcap_Flow.csv,Flow-Based,Mirai,Mirai-greeth-flood3,0,0.0,0
Mirai-greeth_flood4.pcap_Flow.csv,Flow-Based,Mirai,Mirai-greeth-flood4,0,0.0,8
Mirai-greeth_flood5.pcap_Flow.csv,Flow-Based,Mirai,Mirai-greeth-flood5,0,0.0,0
Mirai-greeth_flood6.pcap_Flow.csv,Flow-Based,Mirai,Mirai-greeth-flood6,2,2.020153046794825e-06,24
Mirai-greeth_flood7.pcap_Flow.csv,Flow-Based,Mirai,Mirai-greeth-flood7,0,0.0,2
Mirai-greeth_flood8.pcap_Flow.csv,Flow-Based,Mirai,Mirai-greeth-flood8,1,2.1871691906599126e-06,0
Mirai-greeth_flood9.pcap_Flow.csv,Flow-Based,Mirai,Mirai-greeth-flood9,3,2.956725367520963e-06,15
VulnerabilityScan.pcap_Flow.csv,Flow-Based,Recon,VulnerabilityScan,12,4.7619047619047615e-06,3
MITM-ArpSpoofing.pcap_Flow.csv,Flow-Based,Spoofing,MITM-ArpSpoofing,14,5.555555555555556e-06,27
MITM-ArpSpoofing1.pcap_Flow.csv,Flow-Based,Spoofing,MITM-ArpSpoofing1,3,3.820118270861666e-06,10
DNS_Spoofing.pcap_Flow.csv,Flow-Based,Spoofing,DNS-Spoofing,37,1.4682539682539683e-05,32
SqlInjection.pcap_Flow.csv,Flow-Based,Web-Based,SqlInjection,1,1.8029322890749515e-06,0
Uploading_Attack.pcap_Flow.csv,Flow-Based,Web-Based,Uploading-Attack,0,0.0,0
XSS.pcap_Flow.csv,Flow-Based,Web-Based,XSS,0,0.0,0
BenignTraffic.csv,Packet-Based,Benign,BenignTraffic,118096,0.029159506172839505,0
BenignTraffic1.csv,Packet-Based,Benign,BenignTraffic1,94740,0.023392592592592593,0
BenignTraffic2.csv,Packet-Based,Benign,BenignTraffic2,103152,0.02546962962962963,0
BenignTraffic3.csv,Packet-Based,Benign,BenignTraffic3,96284,0.023773827160493827,0
DictionaryBruteForce.csv,Packet-Based,Brute Force,DictionaryBruteForce,150283,0.03710691358024691,0
DDoS-ACK_Fragmentation.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation,305866,0.07552246913580248,0
DDoS-ACK_Fragmentation1.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation1,341755,0.08438395061728395,0
DDoS-ACK_Fragmentation10.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation10,344958,0.08517481481481481,0
DDoS-ACK_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation11,313342,0.07736839506172839,0
DDoS-ACK_Fragmentation12.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation12,345654,0.08534666666666667,0
DDoS-ACK_Fragmentation2.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation2,344712,0.08511407407407408,0
DDoS-ACK_Fragmentation3.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation3,344112,0.08496592592592593,0
DDoS-ACK_Fragmentation4.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation4,277751,0.0685804938271605,0
DDoS-ACK_Fragmentation5.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation5,345423,0.08528962962962963,0
DDoS-ACK_Fragmentation6.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation6,343845,0.0849,0
DDoS-ACK_Fragmentation7.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation7,346329,0.08551333333333333,0
DDoS-ACK_Fragmentation8.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation8,341537,0.08433012345679013,0
DDoS-ACK_Fragmentation9.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation9,293224,0.07240098765432099,0
DDoS-HTTP_Flood-.csv,Packet-Based,DDoS,DDoS-HTTP-Flood,150079,0.037056543209876544,0
DDoS-ICMP_Fragmentation.csv,Packet-Based,DDoS,DDoS-ICMP-Fragmentation,48429,0.011957777777777777,0
DDoS-ICMP_Fragmentation1.csv,Packet-Based,DDoS,DDoS-ICMP-Fragmentation1,54579,0.013476296296296297,0
DDoS-ICMP_Fragmentation10.csv,Packet-Based,DDoS,DDoS-ICMP-Fragmentation10,39854,0.009840493827160493,0
DDoS-ICMP_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ICMP-Fragmentation11,38949,0.009617037037037037,0
DDoS-ICMP_Fragmentation12.csv,Packet-Based,DDoS,DDoS-ICMP-Fragmentation12,48637,0.012009135802469135,0
DDoS-ICMP_Fragmentation13.csv,Packet-Based,DDoS,DDoS-ICMP-Fragmentation13,44182,0.010909135802469137,0
DDoS-ICMP_Fragmentation14.csv,Packet-Based,DDoS,DDoS-ICMP-Fragmentation14,36524,0.009018271604938271,0
DDoS-ICMP_Fragmentation15.csv,Packet-Based,DDoS,DDoS-ICMP-Fragmentation15,52973,0.013079753086419753,0
DDoS-ICMP_Fragmentation16.csv,Packet-Based,DDoS,DDoS-ICMP-Fragmentation16,38191,0.009429876543209877,0
DDoS-ICMP_Fragmentation17.csv,Packet-Based,DDoS,DDoS-ICMP-Fragmentation17,55637,0.01373753086419753,0
DDoS-ICMP_Fragmentation18.csv,Packet-Based,DDoS,DDoS-ICMP-Fragmentation18,79638,0.019663703703703704,0
DDoS-ICMP_Fragmentation19.csv,Packet-Based,DDoS,DDoS-ICMP-Fragmentation19,36478,0.009006913580246913,0
DDoS-ICMP_Fragmentation2.csv,Packet-Based,DDoS,DDoS-ICMP-Fragmentation2,48187,0.011898024691358025,0
DDoS-ICMP_Fragmentation20.csv,Packet-Based,DDoS,DDoS-ICMP-Fragmentation20,42220,0.010424691358024691,0
DDoS-ICMP_Fragmentation3.csv,Packet-Based,DDoS,DDoS-ICMP-Fragmentation3,42676,0.010537283950617284,0
DDoS-ICMP_Fragmentation4.csv,Packet-Based,DDoS,DDoS-ICMP-Fragmentation4,66026,0.016302716049382715,0
DDoS-ICMP_Fragmentation5.csv,Packet-Based,DDoS,DDoS-ICMP-Fragmentation5,53659,0.013249135802469135,0
DDoS-ICMP_Fragmentation6.csv,Packet-Based,DDoS,DDoS-ICMP-Fragmentation6,42220,0.010424691358024691,0
DDoS-ICMP_Fragmentation7.csv,Packet-Based,DDoS,DDoS-ICMP-Fragmentation7,40693,0.010047654320987654,0
DDoS-ICMP_Fragmentation8.csv,Packet-Based,DDoS,DDoS-ICMP-Fragmentation8,44394,0.010961481481481482,0
DDoS-ICMP_Fragmentation9.csv,Packet-Based,DDoS,DDoS-ICMP-Fragmentation9,43236,0.010675555555555556,0
DDoS-SlowLoris.csv,Packet-Based,DDoS,DDoS-SlowLoris,136397,0.03367827160493827,0
DDoS-SynonymousIP_Flood 1.csv,Packet-Based,DDoS,DDoS-SynonymousIP-Flood-1,658522,0.16259802469135803,0
DDoS-SynonymousIP_Flood.csv,Packet-Based,DDoS,DDoS-SynonymousIP-Flood,388988,0.09604641975308642,0
DDoS-SynonymousIP_Flood10.csv,Packet-Based,DDoS,DDoS-SynonymousIP-Flood10,659980,0.16295802469135803,0
DDoS-SynonymousIP_Flood11.csv,Packet-Based,DDoS,DDoS-SynonymousIP-Flood11,642672,0.15868444444444443,0
DDoS-SynonymousIP_Flood12.csv,Packet-Based,DDoS,DDoS-SynonymousIP-Flood12,659469,0.16283185185185184,0
DDoS-SynonymousIP_Flood13.csv,Packet-Based,DDoS,DDoS-SynonymousIP-Flood13,647944,0.15998617283950617,0
DDoS-SynonymousIP_Flood2.csv,Packet-Based,DDoS,DDoS-SynonymousIP-Flood2,659440,0.1628246913580247,0
DDoS-SynonymousIP_Flood3.csv,Packet-Based,DDoS,DDoS-SynonymousIP-Flood3,648730,0.16018024691358024,0
DDoS-SynonymousIP_Flood4.csv,Packet-Based,DDoS,DDoS-SynonymousIP-Flood4,659499,0.16283925925925927,0
DDoS-SynonymousIP_Flood5.csv,Packet-Based,DDoS,DDoS-SynonymousIP-Flood5,659375,0.16280864197530864,0
DDoS-SynonymousIP_Flood6.csv,Packet-Based,DDoS,DDoS-SynonymousIP-Flood6,659684,0.16288493827160494,0
DDoS-SynonymousIP_Flood7.csv,Packet-Based,DDoS,DDoS-SynonymousIP-Flood7,535135,0.1321320987654321,0
DDoS-SynonymousIP_Flood8.csv,Packet-Based,DDoS,DDoS-SynonymousIP-Flood8,658760,0.1626567901234568,0
DDoS-SynonymousIP_Flood9.csv,Packet-Based,DDoS,DDoS-SynonymousIP-Flood9,659633,0.16287234567901235,0
DDoS-TCP_Flood.csv,Packet-Based,DDoS,DDoS-TCP-Flood,656938,0.16220691358024691,0
DDoS-TCP_Flood1.csv,Packet-Based,DDoS,DDoS-TCP-Flood1,656209,0.1620269135802469,0
DDoS-TCP_Flood10.csv,Packet-Based,DDoS,DDoS-TCP-Flood10,560213,0.1383241975308642,0
DDoS-TCP_Flood11.csv,Packet-Based,DDoS,DDoS-TCP-Flood11,658753,0.16265506172839506,0
DDoS-TCP_Flood12.csv,Packet-Based,DDoS,DDoS-TCP-Flood12,655845,0.16193703703703705,0
DDoS-TCP_Flood13.csv,Packet-Based,DDoS,DDoS-TCP-Flood13,657991,0.16246691358024692,0
DDoS-TCP_Flood14.csv,Packet-Based,DDoS,DDoS-TCP-Flood14,656278,0.16204395061728394,0
DDoS-TCP_Flood15.csv,Packet-Based,DDoS,DDoS-TCP-Flood15,656333,0.16205753086419752,0
DDoS-TCP_Flood16.csv,Packet-Based,DDoS,DDoS-TCP-Flood16,656132,0.1620079012345679,0
DDoS-TCP_Flood17.csv,Packet-Based,DDoS,DDoS-TCP-Flood17,655817,0.16193012345679011,0
DDoS-TCP_Flood2.csv,Packet-Based,DDoS,DDoS-TCP-Flood2,657828,0.16242666666666666,0
DDoS-TCP_Flood3.csv,Packet-Based,DDoS,DDoS-TCP-Flood3,657962,0.16245975308641974,0
DDoS-TCP_Flood4.csv,Packet-Based,DDoS,DDoS-TCP-Flood4,657155,0.16226049382716048,0
DDoS-TCP_Flood5.csv,Packet-Based,DDoS,DDoS-TCP-Flood5,656219,0.16202938271604939,0
DDoS-TCP_Flood6.csv,Packet-Based,DDoS,DDoS-TCP-Flood6,657774,0.16241333333333333,0
DDoS-TCP_Flood7.csv,Packet-Based,DDoS,DDoS-TCP-Flood7,658828,0.16267358024691358,0
DDoS-TCP_Flood8.csv,Packet-Based,DDoS,DDoS-TCP-Flood8,658408,0.16256987654320987,0
DDoS-TCP_Flood9.csv,Packet-Based,DDoS,DDoS-TCP-Flood9,658517,0.1625967901234568,0
DDoS-UDP_Flood.csv,Packet-Based,DDoS,DDoS-UDP-Flood,44263,0.010929135802469136,0
DDoS-UDP_Flood1.csv,Packet-Based,DDoS,DDoS-UDP-Flood1,37058,0.009150123456790123,0
DDoS-UDP_Flood10.csv,Packet-Based,DDoS,DDoS-UDP-Flood10,32532,0.008032592592592593,0
DDoS-UDP_Flood11.csv,Packet-Based,DDoS,DDoS-UDP-Flood11,32826,0.008105185185185186,0
DDoS-UDP_Flood12.csv,Packet-Based,DDoS,DDoS-UDP-Flood12,32533,0.00803283950617284,0
DDoS-UDP_Flood13.csv,Packet-Based,DDoS,DDoS-UDP-Flood13,33018,0.008152592592592593,0
DDoS-UDP_Flood14.csv,Packet-Based,DDoS,DDoS-UDP-Flood14,31927,0.00788320987654321,0
DDoS-UDP_Flood15.csv,Packet-Based,DDoS,DDoS-UDP-Flood15,33400,0.008246913580246913,0
DDoS-UDP_Flood16.csv,Packet-Based,DDoS,DDoS-UDP-Flood16,37040,0.009145679012345679,0
DDoS-UDP_Flood17.csv,Packet-Based,DDoS,DDoS-UDP-Flood17,36596,0.009036049382716049,0
DDoS-UDP_Flood18.csv,Packet-Based,DDoS,DDoS-UDP-Flood18,35907,0.008865925925925926,0
DDoS-UDP_Flood19.csv,Packet-Based,DDoS,DDoS-UDP-Flood19,38689,0.00955283950617284,0
DDoS-UDP_Flood2.csv,Packet-Based,DDoS,DDoS-UDP-Flood2,37225,0.009191358024691358,0
DDoS-UDP_Flood20.csv,Packet-Based,DDoS,DDoS-UDP-Flood20,36020,0.008893827160493827,0
