file_name,branch,attack_family_from_path,attack_subtype_from_path,label_column,label_value,sample_count
DDoS-ACK_Fragmentation12.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation12,port_class_dst,2,295
DDoS-ACK_Fragmentation12.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation12,port_class_dst,1,190
DDoS-ACK_Fragmentation2.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation2,port_class_dst,2,14938
DDoS-ACK_Fragmentation2.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation2,port_class_dst,0,14738
DDoS-ACK_Fragmentation2.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation2,port_class_dst,1,183
DDoS-ACK_Fragmentation2.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation2,port_class_dst,3,141
DDoS-ACK_Fragmentation3.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation3,port_class_dst,2,14819
DDoS-ACK_Fragmentation3.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation3,port_class_dst,0,14795
DDoS-ACK_Fragmentation3.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation3,port_class_dst,1,235
DDoS-ACK_Fragmentation3.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation3,port_class_dst,3,151
DDoS-ACK_Fragmentation4.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation4,port_class_dst,1,11046
DDoS-ACK_Fragmentation4.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation4,port_class_dst,0,10778
DDoS-ACK_Fragmentation4.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation4,port_class_dst,2,5435
DDoS-ACK_Fragmentation4.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation4,port_class_dst,3,2741
DDoS-ACK_Fragmentation5.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation5,port_class_dst,0,14963
DDoS-ACK_Fragmentation5.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation5,port_class_dst,2,14848
DDoS-ACK_Fragmentation5.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation5,port_class_dst,1,101
DDoS-ACK_Fragmentation5.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation5,port_class_dst,3,88
DDoS-ACK_Fragmentation6.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation6,port_class_dst,2,14995
DDoS-ACK_Fragmentation6.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation6,port_class_dst,0,14759
DDoS-ACK_Fragmentation6.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation6,port_class_dst,3,136
DDoS-ACK_Fragmentation6.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation6,port_class_dst,1,110
DDoS-ACK_Fragmentation7.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation7,port_class_dst,2,14990
DDoS-ACK_Fragmentation7.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation7,port_class_dst,0,14708
DDoS-ACK_Fragmentation7.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation7,port_class_dst,1,167
DDoS-ACK_Fragmentation7.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation7,port_class_dst,3,135
DDoS-ACK_Fragmentation8.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation8,port_class_dst,2,14901
DDoS-ACK_Fragmentation8.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation8,port_class_dst,0,14624
DDoS-ACK_Fragmentation8.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation8,port_class_dst,1,342
DDoS-ACK_Fragmentation8.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation8,port_class_dst,3,133
DDoS-ACK_Fragmentation9.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation9,port_class_dst,1,14784
DDoS-ACK_Fragmentation9.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation9,port_class_dst,0,12190
DDoS-ACK_Fragmentation9.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation9,port_class_dst,3,2088
DDoS-ACK_Fragmentation9.csv,Packet-Based,DDoS,DDoS-ACK-Fragmentation9,port_class_dst,2,938
DDoS-HTTP_Flood-.csv,Packet-Based,DDoS,DDoS-HTTP-Flood,port_class_dst,1,22589
DDoS-HTTP_Flood-.csv,Packet-Based,DDoS,DDoS-HTTP-Flood,port_class_dst,3,5447
DDoS-HTTP_Flood-.csv,Packet-Based,DDoS,DDoS-HTTP-Flood,port_class_dst,2,1932
DDoS-HTTP_Flood-.csv,Packet-Based,DDoS,DDoS-HTTP-Flood,port_class_dst,0,32
DDoS-ICMP_Fragmentation.csv,Packet-Based,DDoS,DDoS-ICMP-Fragmentation,port_class_dst,0,23722
DDoS-ICMP_Fragmentation.csv,Packet-Based,DDoS,DDoS-ICMP-Fragmentation,port_class_dst,1,2955
DDoS-ICMP_Fragmentation.csv,Packet-Based,DDoS,DDoS-ICMP-Fragmentation,port_class_dst,3,1873
DDoS-ICMP_Fragmentation.csv,Packet-Based,DDoS,DDoS-ICMP-Fragmentation,port_class_dst,2,1450
DDoS-ICMP_Fragmentation1.csv,Packet-Based,DDoS,DDoS-ICMP-Fragmentation1,port_class_dst,0,26606
DDoS-ICMP_Fragmentation1.csv,Packet-Based,DDoS,DDoS-ICMP-Fragmentation1,port_class_dst,2,1480
DDoS-ICMP_Fragmentation1.csv,Packet-Based,DDoS,DDoS-ICMP-Fragmentation1,port_class_dst,1,1236
DDoS-ICMP_Fragmentation1.csv,Packet-Based,DDoS,DDoS-ICMP-Fragmentation1,port_class_dst,3,678
DDoS-ICMP_Fragmentation10.csv,Packet-Based,DDoS,DDoS-ICMP-Fragmentation10,port_class_dst,0,29243
DDoS-ICMP_Fragmentation10.csv,Packet-Based,DDoS,DDoS-ICMP-Fragmentation10,port_class_dst,1,260
DDoS-ICMP_Fragmentation10.csv,Packet-Based,DDoS,DDoS-ICMP-Fragmentation10,port_class_dst,2,254
DDoS-ICMP_Fragmentation10.csv,Packet-Based,DDoS,DDoS-ICMP-Fragmentation10,port_class_dst,3,243
DDoS-ICMP_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ICMP-Fragmentation11,port_class_dst,0,29087
DDoS-ICMP_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ICMP-Fragmentation11,port_class_dst,2,355
DDoS-ICMP_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ICMP-Fragmentation11,port_class_dst,1,281
DDoS-ICMP_Fragmentation11.csv,Packet-Based,DDoS,DDoS-ICMP-Fragmentation11,port_class_dst,3,277
DDoS-ICMP_Fragmentation12.csv,Packet-Based,DDoS,DDoS-ICMP-Fragmentation12,port_class_dst,0,28475
DDoS-ICMP_Fragmentation12.csv,Packet-Based,DDoS,DDoS-ICMP-Fragmentation12,port_class_dst,2,799
